icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD9,207,2071,malig_myelolymph,"Chronic erythremia, without mention of having achieved remission"
DIAG-ICD9,207,20711,malig_myelolymph,"Chronic erythremia, in remission"
DIAG-ICD9,207,20712,malig_myelolymph,"Chronic erythremia, in relapse"
DIAG-ICD9,207,2072,malig_myelolymph,"Megakaryocytic leukemia, without mention of having achieved remission"
DIAG-ICD9,207,20721,malig_myelolymph,"Megakaryocytic leukemia, in remission"
DIAG-ICD9,207,20722,malig_myelolymph,"Megakaryocytic leukemia, in relapse"
DIAG-ICD9,207,2078,malig_myelolymph,"Other specified leukemia, without mention of having achieved remission"
DIAG-ICD9,207,20781,malig_myelolymph,"Other specified leukemia, in remission"
DIAG-ICD9,207,20782,malig_myelolymph,"Other specified leukemia, in relapse"
DIAG-ICD9,208,208,malig_myelolymph,"Acute leukemia of unspecified cell type, without mention of having achieved remission"
DIAG-ICD9,208,20801,malig_myelolymph,"Acute leukemia of unspecified cell type, in remission"
DIAG-ICD9,208,20802,malig_myelolymph,"Acute leukemia of unspecified cell type, in relapse"
DIAG-ICD9,208,2081,malig_myelolymph,"Chronic leukemia of unspecified cell type, without mention of having achieved remission"
DIAG-ICD9,208,20811,malig_myelolymph,"Chronic leukemia of unspecified cell type, in remission"
DIAG-ICD9,208,20812,malig_myelolymph,"Chronic leukemia of unspecified cell type, in relapse"
DIAG-ICD9,208,2082,malig_myelolymph,"Subacute leukemia of unspecified cell type, without mention of having achieved remission"
DIAG-ICD9,208,20821,malig_myelolymph,"Subacute leukemia of unspecified cell type, in remission"
DIAG-ICD9,208,20822,malig_myelolymph,"Subacute leukemia of unspecified cell type, in relapse"
DIAG-ICD9,208,2088,malig_myelolymph,"Other leukemia of unspecified cell type, without mention of having achieved remission"
DIAG-ICD9,208,20881,malig_myelolymph,"Other leukemia of unspecified cell type, in remission"
DIAG-ICD9,208,20882,malig_myelolymph,"Other leukemia of unspecified cell type, in relapse"
DIAG-ICD9,208,2089,malig_myelolymph,"Unspecified leukemia, without mention of having achieved remission"
DIAG-ICD9,208,20891,malig_myelolymph,"Unspecified leukemia, in remission"
DIAG-ICD9,208,20892,malig_myelolymph,"Unspecified leukemia, in relapse"
DIAG-ICD9,238,2385,malig_myelolymph,Neoplasm of uncertain behavior of histiocytic and mast cells
DIAG-ICD9,238,2386,malig_myelolymph,Neoplasm of uncertain behavior of plasma cells
DIAG-ICD9,238,23872,malig_myelolymph,Low grade myelodysplastic syndrome lesions
DIAG-ICD9,238,23873,malig_myelolymph,High grade myelodysplastic syndrome lesions
DIAG-ICD9,238,23874,malig_myelolymph,Myelodysplastic syndrome with 5q deletion
DIAG-ICD9,238,23875,malig_myelolymph,"Myelodysplastic syndrome, unspecified"
DIAG-ICD9,238,23876,malig_myelolymph,Myelofibrosis with myeloid metaplasia
DIAG-ICD9,238,23877,malig_myelolymph,Post-transplant lymphoproliferative disorder (PTLD)
DIAG-ICD10,C81,C8100,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C81,C8101,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C81,C8102,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C81,C8103,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C81,C8104,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C81,C8105,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C81,C8106,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C81,C8107,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, spleen"
DIAG-ICD10,C81,C8108,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C81,C8109,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C81,C8110,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C81,C8111,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C81,C8112,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C81,C8113,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C81,C8114,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C81,C8115,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C81,C8116,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C81,C8117,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, spleen"
DIAG-ICD10,C81,C8118,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C81,C8119,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C81,C8120,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C81,C8121,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C81,C8122,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C81,C8123,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C81,C8124,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C81,C8125,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C81,C8126,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C81,C8127,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, spleen"
DIAG-ICD10,C81,C8128,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C81,C8129,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C81,C8130,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C81,C8131,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C81,C8132,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C81,C8133,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C81,C8134,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C81,C8135,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C81,C8136,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C81,C8137,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, spleen"
DIAG-ICD10,C81,C8138,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C81,C8139,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C81,C8140,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C81,C8141,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C81,C8142,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C81,C8143,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C81,C8144,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C81,C8145,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C81,C8146,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C81,C8147,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, spleen"
DIAG-ICD10,C81,C8148,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C81,C8149,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C81,C8170,malig_myelolymph,"Other Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C81,C8171,malig_myelolymph,"Other Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C81,C8172,malig_myelolymph,"Other Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C81,C8173,malig_myelolymph,"Other Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C81,C8174,malig_myelolymph,"Other Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C81,C8175,malig_myelolymph,"Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C81,C8176,malig_myelolymph,"Other Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C81,C8177,malig_myelolymph,"Other Hodgkin lymphoma, spleen"
DIAG-ICD10,C81,C8178,malig_myelolymph,"Other Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C81,C8179,malig_myelolymph,"Other Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C81,C8190,malig_myelolymph,"Hodgkin lymphoma, unspecified, unspecified site"
DIAG-ICD10,C81,C8191,malig_myelolymph,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck"
DIAG-ICD10,C81,C8192,malig_myelolymph,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes"
DIAG-ICD10,C81,C8193,malig_myelolymph,"Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes"
DIAG-ICD10,C81,C8194,malig_myelolymph,"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb"
DIAG-ICD10,C81,C8195,malig_myelolymph,"Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C81,C8196,malig_myelolymph,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes"
DIAG-ICD10,C81,C8197,malig_myelolymph,"Hodgkin lymphoma, unspecified, spleen"
DIAG-ICD10,C81,C8198,malig_myelolymph,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites"
DIAG-ICD10,C81,C8199,malig_myelolymph,"Hodgkin lymphoma, unspecified, extranodal and solid organ sites"
DIAG-ICD10,C82,C8200,malig_myelolymph,"Follicular lymphoma grade I, unspecified site"
DIAG-ICD10,C82,C8201,malig_myelolymph,"Follicular lymphoma grade I, lymph nodes of head, face, and neck"
DIAG-ICD10,C82,C8202,malig_myelolymph,"Follicular lymphoma grade I, intrathoracic lymph nodes"
DIAG-ICD10,C82,C8203,malig_myelolymph,"Follicular lymphoma grade I, intra-abdominal lymph nodes"
DIAG-ICD10,C82,C8204,malig_myelolymph,"Follicular lymphoma grade I, lymph nodes of axilla and upper limb"
DIAG-ICD10,C82,C8205,malig_myelolymph,"Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C82,C8206,malig_myelolymph,"Follicular lymphoma grade I, intrapelvic lymph nodes"
DIAG-ICD10,C82,C8207,malig_myelolymph,"Follicular lymphoma grade I, spleen"
DIAG-ICD10,C82,C8208,malig_myelolymph,"Follicular lymphoma grade I, lymph nodes of multiple sites"
DIAG-ICD10,C82,C8209,malig_myelolymph,"Follicular lymphoma grade I, extranodal and solid organ sites"
DIAG-ICD10,C82,C8210,malig_myelolymph,"Follicular lymphoma grade II, unspecified site"
DIAG-ICD10,C82,C8211,malig_myelolymph,"Follicular lymphoma grade II, lymph nodes of head, face, and neck"
DIAG-ICD10,C82,C8212,malig_myelolymph,"Follicular lymphoma grade II, intrathoracic lymph nodes"
DIAG-ICD10,C82,C8213,malig_myelolymph,"Follicular lymphoma grade II, intra-abdominal lymph nodes"
DIAG-ICD10,C82,C8214,malig_myelolymph,"Follicular lymphoma grade II, lymph nodes of axilla and upper limb"
DIAG-ICD10,C82,C8215,malig_myelolymph,"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C82,C8216,malig_myelolymph,"Follicular lymphoma grade II, intrapelvic lymph nodes"
DIAG-ICD10,C82,C8217,malig_myelolymph,"Follicular lymphoma grade II, spleen"
DIAG-ICD10,C82,C8218,malig_myelolymph,"Follicular lymphoma grade II, lymph nodes of multiple sites"
DIAG-ICD10,C82,C8219,malig_myelolymph,"Follicular lymphoma grade II, extranodal and solid organ sites"
DIAG-ICD10,C82,C8220,malig_myelolymph,"Follicular lymphoma grade III, unspecified, unspecified site"
DIAG-ICD10,C82,C8221,malig_myelolymph,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck"
DIAG-ICD10,C82,C8222,malig_myelolymph,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes"
DIAG-ICD10,C82,C8223,malig_myelolymph,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes"
DIAG-ICD10,C82,C8224,malig_myelolymph,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb"
DIAG-ICD10,C82,C8225,malig_myelolymph,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C82,C8226,malig_myelolymph,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes"
DIAG-ICD10,C82,C8227,malig_myelolymph,"Follicular lymphoma grade III, unspecified, spleen"
DIAG-ICD10,C82,C8228,malig_myelolymph,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites"
DIAG-ICD10,C82,C8229,malig_myelolymph,"Follicular lymphoma grade III, unspecified, extranodal and solid organ sites"
DIAG-ICD10,C82,C8230,malig_myelolymph,"Follicular lymphoma grade IIIa, unspecified site"
DIAG-ICD10,C82,C8231,malig_myelolymph,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck"
DIAG-ICD10,C82,C8232,malig_myelolymph,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes"
DIAG-ICD10,C82,C8233,malig_myelolymph,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes"
DIAG-ICD10,C82,C8234,malig_myelolymph,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb"
DIAG-ICD10,C82,C8235,malig_myelolymph,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C82,C8236,malig_myelolymph,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes"
DIAG-ICD10,C82,C8237,malig_myelolymph,"Follicular lymphoma grade IIIa, spleen"
DIAG-ICD10,C82,C8238,malig_myelolymph,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites"
DIAG-ICD10,C82,C8239,malig_myelolymph,"Follicular lymphoma grade IIIa, extranodal and solid organ sites"
DIAG-ICD10,C82,C8240,malig_myelolymph,"Follicular lymphoma grade IIIb, unspecified site"
DIAG-ICD10,C82,C8241,malig_myelolymph,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck"
DIAG-ICD10,C82,C8242,malig_myelolymph,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes"
DIAG-ICD10,C82,C8243,malig_myelolymph,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes"
DIAG-ICD10,C82,C8244,malig_myelolymph,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb"
DIAG-ICD10,C82,C8245,malig_myelolymph,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C82,C8246,malig_myelolymph,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes"
DIAG-ICD10,C82,C8247,malig_myelolymph,"Follicular lymphoma grade IIIb, spleen"
DIAG-ICD10,C82,C8248,malig_myelolymph,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites"
DIAG-ICD10,C82,C8249,malig_myelolymph,"Follicular lymphoma grade IIIb, extranodal and solid organ sites"
DIAG-ICD10,C82,C8250,malig_myelolymph,"Diffuse follicle center lymphoma, unspecified site"
DIAG-ICD10,C82,C8251,malig_myelolymph,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C82,C8252,malig_myelolymph,"Diffuse follicle center lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C82,C8253,malig_myelolymph,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C82,C8254,malig_myelolymph,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C82,C8255,malig_myelolymph,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C82,C8256,malig_myelolymph,"Diffuse follicle center lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C82,C8257,malig_myelolymph,"Diffuse follicle center lymphoma, spleen"
DIAG-ICD10,C82,C8258,malig_myelolymph,"Diffuse follicle center lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C82,C8259,malig_myelolymph,"Diffuse follicle center lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C82,C8260,malig_myelolymph,"Cutaneous follicle center lymphoma, unspecified site"
DIAG-ICD10,C82,C8261,malig_myelolymph,"Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C82,C8262,malig_myelolymph,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C82,C8263,malig_myelolymph,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C82,C8264,malig_myelolymph,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C82,C8265,malig_myelolymph,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C82,C8266,malig_myelolymph,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C82,C8267,malig_myelolymph,"Cutaneous follicle center lymphoma, spleen"
DIAG-ICD10,C82,C8268,malig_myelolymph,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C82,C8269,malig_myelolymph,"Cutaneous follicle center lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C82,C8280,malig_myelolymph,"Other types of follicular lymphoma, unspecified site"
DIAG-ICD10,C82,C8281,malig_myelolymph,"Other types of follicular lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C82,C8282,malig_myelolymph,"Other types of follicular lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C82,C8283,malig_myelolymph,"Other types of follicular lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C82,C8284,malig_myelolymph,"Other types of follicular lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C82,C8285,malig_myelolymph,"Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C82,C8286,malig_myelolymph,"Other types of follicular lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C82,C8287,malig_myelolymph,"Other types of follicular lymphoma, spleen"
DIAG-ICD10,C82,C8288,malig_myelolymph,"Other types of follicular lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C82,C8289,malig_myelolymph,"Other types of follicular lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C82,C8290,malig_myelolymph,"Follicular lymphoma, unspecified, unspecified site"
DIAG-ICD10,C82,C8291,malig_myelolymph,"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck"
